Scene,Character,Line
985,monica,"Phoebe! You're sick, you shouldn't play. You should just go home, get in bed, and stay there."
985,chandler,"All right, I'm gonna do it! I'm gonna get shot down. Any advice?"
985,monica,"Just be yourself. But, not too much."
985,chandler,Wish me luck.
985,ross,Good luck!
985,chandler,"Wish it! Hi. Hi, I-I was just sitting over there, and uhh, Chandler. My name is Chandler. Did I say that?"
985,kathy,"No, you didn't. Hi, I'm Kathy."
985,chandler,"Uh Kathy, with K or a C?"
985,kathy,With a K.
985,chandler,Oh-oh-hey!
985,kathy,Wow! You are really good at this.
985,chandler,"Hey, come on, give me a break, I'm out on a limb here."
985,kathy,"I'm sorry, you're right, I apologize, but I should tell you that I'm waiting for a date. Oh, and there he is now."
985,joey,Hey!
985,chandler,"Hey! Hey, hey-hey, hey."
985,joey,"Hey, I see you guys already met, huh?"
985,chandler,"Yes-yes, I was just trying to figure out a way to uh, demonstrate how I could get my exceptionally large feet into my even bigger mouth."
985,joey,Didn't I tell ya? Always showin' off.
985,phoebe,"Before I start, I just wanna say that umm, I have a cold, so if I sneeze in the middle of song, it's not on purpose. Oh, except the last verse of Pepper People. Hey Gunther, be a good little boy and bring me a whiskey."
986,chandler,Hi!
986,kathy,Hi.
986,chandler,"Jeez, at 2 30 in the morning, I didn't expect to have to fight over the remote."
986,kathy,"I'm sorry, it's just this Ernie Cofax thing on in a few minutes I wanted to watch."
986,chandler,Oh my God! That's why I got up too!
986,kathy,"You're kidding! Oh, I love him."
986,chandler,"Hey, listen, I'm sorry about this afternoon, y'know, if I would've known you guys were... I never would've..."
986,kathy,Oh please!
986,chandler,"So ah, Joey tells me you two met in acting class."
986,kathy,"Yeah, they teamed us up as partners. Joey picked three scenes for us to do; all of them had us making out."
986,chandler,"That's a good thing actually, because ah, he used to have me rehearse with him."
986,kathy,Oh-oh-oh-oh!
986,chandler,Is it on?
986,kathy,"No, but this wonder broom is amazing!"
986,chandler,Hey!
986,kathy,Oh my God!
986,chandler,Oh! It's on! It's on!
986,chandler,There we go little fella.
986,kathy,What about the duck?
986,chandler,Well the duck can swim.
986,kathy,"Oh, jeez."
987,phoebe,"My sticky shoes, my sticky-sticky shoes, why do you stick on me, ba-a-by! Thanks for the lights honey."
987,all,"Way to go, Phoebe!"
987,monica,That cold makes you sound so great.
987,phoebe,"It's fun, God I love how sexy I am."
987,joey,"Oh, Kath, we should get going. We're going to by hamsters."
987,all,"Ooh, that's great, I love those little guys."
987,kathy,"No, no, it's not like that. I, I work for a medical researcher."
987,rachel,"Well, have fun!"
987,kathy,Okay.
987,phoebe,"Well, I think it's great that the medical community is finally trying to help sick hamsters."
987,monica,"Y'know what, I like Kathy."
987,chandler,"Oh yeah, me too, she's so cool and pretty."
987,rachel,"Yeah, she's..."
987,chandler,"She's smart and funny, y'know? We were up all last night talking, she said the funniest thing about--what?"
987,rachel,You love her.
987,chandler,"No, I don't."
987,phoebe,"Yes, you do. Chandler loves Kathy."
987,ross,"Come on, Pheebs lay off him."
987,chandler,"Thank you, Ross."
987,ross,"Yeah, he's a little sensitive right now, `cause he's so in love."
987,chandler,All right.
987,all,Ohh!
987,chandler,All right.
988,phoebe,"So, I need to write some depressing stuff to go along with my new floozy voice, but nothing that sad has ever really happened to me."
988,monica,"Oh umm, how about your mom dying, or having to live on the streets when you were 14?"
988,phoebe,"Uh-huh. Oh, yeah, I could write about the time my hair did that ""Woo-hoo"" thing."
988,ross,Hey!
988,monica,Hey!
988,phoebe,Hey.
988,ross,So I'm going over to Amanda's tonight!
988,monica,Rachel's not here.
988,ross,Oh.
988,monica,How's it going with her?
988,ross,"Great, actually. I'm thinking tonight, maybe the night. Yeah, I mean ah, the kids are gonna play together and then when they're asleep, I'm thinking Amanda and I break open a bottle of wine, and do a little ""playing"" ourselves."
988,rachel,"Hi guys! This is Josh. Josh, these are my friends, and that's Ross."
988,monica,"Hi, Josh."
988,phoebe,Hi.
988,josh,Dudes.
988,monica,"So, did you play in college?"
988,josh,"Oh, I still do. Next year, I hope to make varsity though."
988,rachel,"Ross, didn't you ah, play soccer in High School? Oh no wait, that's right. You just organized their game schedules on your Commodore 64."
988,josh,"Well, it's getting late, I've got to get to the game, so I'm gonna... head."
988,rachel,Okay. I'll miss you.
988,josh,Dope!
988,phoebe,"Wow, cute one!"
988,monica,Very!
988,rachel,"I know, isn't he great? It's so nice to finally be in a fun relationship, y'know? There's nothing boring about him, and ah, I bet he's never set foot in a museum."
988,ross,"Well maybe he'll get to go soon, like on a class trip or something."
988,rachel,"Y'know what else is really great about him, oh, what is the word for the adult that doesn't have dinosaur toys in their bedroom?"
988,ross,Oh!
988,rachel,What was that?
988,ross,Monica knows.
988,monica,"It's this dumb thing that Ross made up `cause he was trying to fool our parents. It's a way of giving the finger, without actually having to give it. I remember I cried the night you made it up, `cause it was the first time that I realized that I was actually cooler than my older brother."
988,ross,"Well, I'm gonna go get ready, for my date tonight, so ah, I'll just_ head."
988,phoebe,"Yeah, I should go to, `cause I'm playing in one hour. Hey, My sticky shoes--eww! Eww! I lost my sexy phlegm!"
989,amanda,Hi!
989,ross,Hi!
989,amanda,Hi Ben!
989,ross,Wow! You-you look great!
989,amanda,Thanks!
989,ross,Hey Tommy.
989,amanda,I am so glad that you could come over tonight.
989,ross,"Oh no-no-no, it's my pleasure."
989,amanda,"Okay, well, my cell phone number is right here on the counter, please help yourself to anything in the fridge."
989,ross,What?
989,amanda,"I appreciate this soo much, I've been trying to go out with this guy for like a month."
989,ross,I-I-I...
989,ross,Who wants to make some long distance calls?
990,chandler,Kathy! Kathy! Hi!! Kathy! Kathy! Kathy.
990,kathy,"Hey, Chandler! What are you doing here?"
990,chandler,"Oh, I just wanted to say, ""Hey!"""
990,kathy,Hey!
990,chandler,Okay.
991,monica,Oh come on! You're making it sound worse than it actually was.
991,ross,Her date tipped me ten dollars.
991,ross,"Pheebs, what are you doing?"
991,phoebe,"Okay, I wanna be sexy again so I'm trying to catch a cold. It should be easy, supposedly they're pretty common."
991,monica,"Phoebe, you'll catch pneumonia."
991,chandler,Okay. You were right. I'm in love with Joey's girlfriend.
991,phoebe,What?!
991,ross,Are you serious?
991,phoebe,"Well, how-how-how is that possible? You barely know her!"
991,chandler,"I don't know. I can't--I just, I can't get her out of my head. Y'know? I mean, I'm a very bad person. I'm a very, very bad person. I'm a horrible person. No you're not Chandler! We still love you Chandler!"
991,monica,"Oh gosh, Phoebe, I think I caught your cold."
991,phoebe,You mean you stole it! Don't cover your mouth when you do that!
991,joey,Hey.
991,kathy,We were just talking about you.
991,chandler,Really?!
991,joey,"Yeah-yeah, I told her about the time you got drunk and fell asleep with your head in the toilet."
991,chandler,Right in there!
992,chandler,"99...100! Ready or not, here I come! All right, let's go over the concept one more time."
992,joey,Hey!
992,chandler,Hey!
992,joey,"Hey guys. Listen uh, you wanna get some dinner with me and Kathy tonight?"
992,chandler,"Ohh, umm, y'know what, I already ate."
992,joey,It's 4 30.
992,chandler,"Y'know I had a big meal on Monday, y'know. So that's just gonna get me straight through the week."
992,joey,"Okay, I see what's going on here."
992,chandler,You-you do?
992,joey,Yeah! You don't like Kathy.
992,chandler,You got me.
992,joey,"Yeah, you've been avoiding her ever since we started going out. Look, I made an effort to like Janice, now I think it's your turn to make an effort to like Kathy by going out to dinner with us. Right?"
992,chandler,Yeah. Right.
992,joey,"Good, and hey! My treat. But that's only because you're not eating anything, right?"
992,chandler,Okay.
993,monica,Ross isn't here.
993,rachel,Oh. Stop it!
993,josh,"So I'll see you at the party? Beer's beer man, 24, 7!!"
993,rachel,Yeah! Ohhh!
993,monica,What?
993,rachel,I think he's stealing from me.
993,monica,Why?
993,rachel,Because he's stealing from me!
993,phoebe,"Hey, I just saw Josh, he looks so yummy in your leather jacket."
993,rachel,Ughh!
993,phoebe,"Here, now I don't eat chicken, so it's just noodle soup. And there's no chicken in the broth either, so it's really just... noodle water."
993,monica,Thank you so much Phoebe.
993,phoebe,Sure.
993,monica,What are you doing with those?!
993,phoebe,"But, I need your germs! I want my cold back! I miss my sexy voice."
993,monica,"Sorry, Phoebe."
993,phoebe,It's okay. How's the soup?
993,monica,Umm.
993,monica,Ohhhh!! Gross!!
994,kathy,"Ohh, God, guys, check it out, you can see that girl's underwear!"
994,joey,Is she great or what?
994,kathy,So? Huh? What do you think?
994,chandler,"Ohh, she's-she's not really my type."
994,kathy,Not your type?! She's gorgeous!
994,chandler,Y'know what I think it is? It's the fishnet stockings. Y'know? Whenever I see a girl in fishnet stockings it reminds me of my father in fishnet stockings.
994,kathy,"Okay. Understanding a little more why you're single. Ohh! Y'know, I have a friend you would like, she's really pretty. And then we could double date!"
994,chandler,"Uhh, no-no thanks."
994,kathy,"Okay, I've got some ugly friends, and they're all available too."
994,chandler,"Listen, I-I'm gonna grab a beer."
994,joey,What was that?
994,chandler,What?
994,joey,Kathy was being really nice and you just walked away. I thought we had a deal.
994,chandler,"Hey, look, what do you want from me?"
994,joey,"I want you to like her! But if that's too damned difficult for you, then the least you can do is pretend."
994,chandler,I am pretending.
994,joey,"Well then, do it better!"
994,chandler,"Okay, what do you saw I go over there and say how much I like her? No-no it'll be good, I can tell her much I've been thinking about her. That I haven't stopped thinking about her since the moment I met her. That I'm so fantastically, over-the-top, wanna-slit-my-own-throat in love with her, that for every minute of every hour of every day I can't believe my own damn bad luck that you met her first!!"
994,joey,"Well, that's pretty good. But you might wanna tone it down a little."
995,ross,"So uhh, I guess you're not going to mom and dad's tonight?"
995,monica,"No, sorry."
995,rachel,Well where's Amanda?
995,monica,"Hey Rach, could you get me some cough drops?"
995,rachel,"I mean y'know, I'm thinking. You could bring her, and you guys could go up to your old room, and not make out."
995,monica,"Ross, cough drops, please?"
995,ross,At least I know she's not going out with me to get into R rated movies.
995,rachel,"Why don't you just marry her? Oh no, wait a minute you can't, I'm sorry I forgot, she's not a lesbian."
995,ross,You see Amanda and I have a very special...
995,monica,You have nothing! You're not even going out! You're her baby sitter! You have a 12-year-old girl's job!
995,rachel,"Ohh, that is soo sad."
995,monica,"And what are you laughing at, Miss `My-keg-sucking-boyfriend-is-stealing-from-me!'"
995,rachel,"Hey, so he stole a couple bucks from me! At least he bought me something with it!"
995,monica,"That's mine!! Now, would you both please start acting like adults? And get me my cough drops!"
995,ross,Fine.
995,rachel,Sorry.
